Title,Venue,Room,Date,Start Time,End Date,End Time,Priority/Premium,Audience Type,Extended Q&A,Countries,Languages,Programme or Series,Directors,Region Availability
Short Cuts Programme 01,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Thu Sep 15,12:00,Thu Sep 15,14:06,No,General Public,No,,,Short Cuts,,
Short Cuts Programme 01,Scotiabank Theatre Toronto,Scotiabank 11,Fri Sep 16,15:35,Fri Sep 16,17:41,No,General Public,No,,,Short Cuts,,
Short Cuts Programme 02,Scotiabank Theatre Toronto,Scotiabank 6,Fri Sep 09,08:50,Fri Sep 09,10:27,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,,,Short Cuts,,
Short Cuts Programme 02,Scotiabank Theatre Toronto,Scotiabank 3,Fri Sep 09,14:45,Fri Sep 09,16:52,No,General Public,No,,,Short Cuts,,
Short Cuts Programme 02,Scotiabank Theatre Toronto,Scotiabank 13,Wed Sep 14,13:30,Wed Sep 14,15:37,No,General Public,No,,,Short Cuts,,
Short Cuts Programme 02,Scotiabank Theatre Toronto,Scotiabank 7,Fri Sep 16,17:40,Fri Sep 16,19:47,No,General Public,No,,,Short Cuts,,
Short Cuts Programme 03,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Thu Sep 08,15:00,Thu Sep 08,16:34,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,,,Short Cuts,,
Short Cuts Programme 03,Scotiabank Theatre Toronto,Scotiabank 4,Sat Sep 10,21:30,Sat Sep 10,23:34,No,General Public,No,,,Short Cuts,,
Short Cuts Programme 03,Scotiabank Theatre Toronto,Scotiabank 11,Thu Sep 15,15:35,Thu Sep 15,17:39,No,General Public,No,,,Short Cuts,,
Short Cuts Programme 03,Scotiabank Theatre Toronto,Scotiabank 14,Fri Sep 16,18:00,Fri Sep 16,20:04,No,General Public,No,,,Short Cuts,,
Short Cuts Programme 04,Scotiabank Theatre Toronto,Scotiabank 9,Thu Sep 08,15:45,Thu Sep 08,17:23,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,,,Short Cuts,,
Short Cuts Programme 04,Scotiabank Theatre Toronto,Scotiabank 14,Sat Sep 10,21:45,Sat Sep 10,23:53,No,General Public,No,,,Short Cuts,,
Short Cuts Programme 04,Scotiabank Theatre Toronto,Scotiabank 14,Thu Sep 15,14:30,Thu Sep 15,16:38,No,General Public,No,,,Short Cuts,,
Short Cuts Programme 04,Scotiabank Theatre Toronto,Scotiabank 8,Sat Sep 17,15:05,Sat Sep 17,17:13,No,General Public,No,,,Short Cuts,,
Short Cuts Programme 05,Scotiabank Theatre Toronto,Scotiabank 9,Thu Sep 08,21:45,Thu Sep 08,23:22,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,,,Short Cuts,,
Short Cuts Programme 05,Scotiabank Theatre Toronto,Scotiabank 3,Mon Sep 12,20:45,Mon Sep 12,22:52,No,General Public,No,,,Short Cuts,,
Short Cuts Programme 05,Scotiabank Theatre Toronto,Scotiabank 14,Wed Sep 14,18:00,Wed Sep 14,20:07,No,General Public,No,,,Short Cuts,,
Short Cuts Programme 05,Scotiabank Theatre Toronto,Scotiabank 13,Sat Sep 17,09:30,Sat Sep 17,11:37,No,General Public,No,,,Short Cuts,,
Short Cuts Programme 06,Scotiabank Theatre Toronto,Scotiabank 3,Thu Sep 08,11:45,Thu Sep 08,13:24,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,,,Short Cuts,,
Short Cuts Programme 06,Scotiabank Theatre Toronto,Scotiabank 7,Tue Sep 13,18:10,Tue Sep 13,20:19,No,General Public,No,,,Short Cuts,,
Short Cuts Programme 06,Scotiabank Theatre Toronto,Scotiabank 13,Fri Sep 16,17:30,Fri Sep 16,19:39,No,General Public,No,,,Short Cuts,,
Short Cuts Programme 06,Scotiabank Theatre Toronto,Scotiabank 8,Sat Sep 17,09:05,Sat Sep 17,11:14,No,General Public,No,,,Short Cuts,,
Sick,Royal Alexandra Theatre,Royal Alexandra Theatre,Sun Sep 11,23:59,Mon Sep 12,01:52,No,General Public,No,United States of America,English,Midnight Madness,John Hyams,
Sick,Scotiabank Theatre Toronto,Scotiabank 12,Mon Sep 12,08:55,Mon Sep 12,10:18,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Midnight Madness,John Hyams,
Sick,Scotiabank Theatre Toronto,Scotiabank 12,Mon Sep 12,20:00,Mon Sep 12,21:53,No,General Public,No,United States of America,English,Midnight Madness,John Hyams,
Sick,digital TIFF Bell Lightbox,digital TIFF Bell Lightbox,Thu Sep 15,10:00,Thu Sep 15,11:23,No,General Public,No,United States of America,English,Midnight Madness,John Hyams,Canada
Sidney,Roy Thomson Hall,Roy Thomson Hall,Sat Sep 10,21:30,Sat Sep 10,23:46,Yes,General Public,No,United States of America,English,Gala Presentations,Reginald Hudlin,
Sidney,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Sun Sep 11,08:30,Sun Sep 11,10:16,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Gala Presentations,Reginald Hudlin,
Sidney,Royal Alexandra Theatre,Royal Alexandra Theatre,Sun Sep 11,10:00,Sun Sep 11,12:16,No,General Public,No,United States of America,English,Gala Presentations,Reginald Hudlin,
Sidney,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Sat Sep 17,12:00,Sat Sep 17,14:16,No,General Public,No,United States of America,English,Gala Presentations,Reginald Hudlin,
Sisu,Royal Alexandra Theatre,Royal Alexandra Theatre,Fri Sep 09,23:59,Sat Sep 10,02:00,No,General Public,No,Finland,"English, Finnish",Midnight Madness,Jalmari Helander,
Sisu,Scotiabank Theatre Toronto,Scotiabank 12,Sat Sep 10,08:55,Sat Sep 10,10:26,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Finland,"English, Finnish",Midnight Madness,Jalmari Helander,
Sisu,Scotiabank Theatre Toronto,Scotiabank 12,Sat Sep 10,20:00,Sat Sep 10,22:01,No,General Public,No,Finland,"English, Finnish",Midnight Madness,Jalmari Helander,
Sisu,Scotiabank Theatre Toronto,Scotiabank 7,Thu Sep 15,09:40,Thu Sep 15,11:11,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Finland,"English, Finnish",Midnight Madness,Jalmari Helander,
Snow and the Bear,Scotiabank Theatre Toronto,Scotiabank 11,Sat Sep 10,16:10,Sat Sep 10,18:13,No,General Public,No,"Turkey,Germany,Serbia",Turkish,Discovery,Selcen Ergun,
Snow and the Bear,Scotiabank Theatre Toronto,Scotiabank 11,Sun Sep 11,08:35,Sun Sep 11,10:08,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Turkey,Germany,Serbia",Turkish,Discovery,Selcen Ergun,
Snow and the Bear,Scotiabank Theatre Toronto,Scotiabank 8,Tue Sep 13,15:05,Tue Sep 13,17:08,No,General Public,No,"Turkey,Germany,Serbia",Turkish,Discovery,Selcen Ergun,
Snow and the Bear,Scotiabank Theatre Toronto,Scotiabank 7,Wed Sep 14,09:40,Wed Sep 14,11:13,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Turkey,Germany,Serbia",Turkish,Discovery,Selcen Ergun,
Snow and the Bear,Scotiabank Theatre Toronto,Scotiabank 11,Sat Sep 17,11:45,Sat Sep 17,13:48,No,General Public,No,"Turkey,Germany,Serbia",Turkish,Discovery,Selcen Ergun,
So Much Tenderness,Scotiabank Theatre Toronto,Scotiabank 7,Fri Sep 09,12:50,Fri Sep 09,14:48,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,"English, Spanish",Contemporary World Cinema,Lina Rodríguez,
So Much Tenderness,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Sat Sep 10,18:30,Sat Sep 10,20:58,No,General Public,No,Canada,"English, Spanish",Contemporary World Cinema,Lina Rodríguez,
So Much Tenderness,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Thu Sep 15,15:30,Thu Sep 15,17:58,No,General Public,No,Canada,"English, Spanish",Contemporary World Cinema,Lina Rodríguez,
So Much Tenderness,Scotiabank Theatre Toronto,Scotiabank 5,Fri Sep 16,15:40,Fri Sep 16,17:38,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,"English, Spanish",Contemporary World Cinema,Lina Rodríguez,
Something You Said Last Night,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Sat Sep 10,12:30,Sat Sep 10,14:36,No,General Public,No,"Canada,Switzerland","English, Italian",Discovery,Luis De Filippis,
Something You Said Last Night,Scotiabank Theatre Toronto,Scotiabank 7,Sun Sep 11,18:40,Sun Sep 11,20:16,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Canada,Switzerland","English, Italian",Discovery,Luis De Filippis,
Something You Said Last Night,Scotiabank Theatre Toronto,Scotiabank 2,Tue Sep 13,19:30,Tue Sep 13,21:36,No,General Public,No,"Canada,Switzerland","English, Italian",Discovery,Luis De Filippis,
Something You Said Last Night,Scotiabank Theatre Toronto,Scotiabank 8,Fri Sep 16,21:05,Fri Sep 16,22:41,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Canada,Switzerland","English, Italian",Discovery,Luis De Filippis,
Sparta,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Fri Sep 09,15:15,Fri Sep 09,17:26,No,General Public,No,"Austria,France,Germany","German, Romanian",Contemporary World Cinema,Ulrich Seidl,
Sparta,Scotiabank Theatre Toronto,Scotiabank 5,Fri Sep 09,18:40,Fri Sep 09,20:21,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Austria,France,Germany","German, Romanian",Contemporary World Cinema,Ulrich Seidl,
Sparta,Scotiabank Theatre Toronto,Scotiabank 8,Sun Sep 11,21:05,Sun Sep 11,23:16,No,General Public,No,"Austria,France,Germany","German, Romanian",Contemporary World Cinema,Ulrich Seidl,
Sparta,Scotiabank Theatre Toronto,Scotiabank 5,Thu Sep 15,09:10,Thu Sep 15,10:51,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Austria,France,Germany","German, Romanian",Contemporary World Cinema,Ulrich Seidl,
Sparta,Scotiabank Theatre Toronto,Scotiabank 8,Sat Sep 17,18:05,Sat Sep 17,20:16,No,General Public,No,"Austria,France,Germany","German, Romanian",Contemporary World Cinema,Ulrich Seidl,
Stellar,Scotiabank Theatre Toronto,Scotiabank 14,Sun Sep 11,18:45,Sun Sep 11,20:42,No,General Public,No,Canada,English,Contemporary World Cinema,Darlene Naponse,
Stellar,Scotiabank Theatre Toronto,Scotiabank 6,Tue Sep 13,11:10,Tue Sep 13,12:37,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,English,Contemporary World Cinema,Darlene Naponse,
Stellar,Scotiabank Theatre Toronto,Scotiabank 5,Fri Sep 16,09:10,Fri Sep 16,10:37,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,English,Contemporary World Cinema,Darlene Naponse,
Stellar,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Fri Sep 16,19:00,Fri Sep 16,20:57,No,General Public,No,Canada,English,Contemporary World Cinema,Darlene Naponse,
Stonewalling,Scotiabank Theatre Toronto,Scotiabank 11,Mon Sep 12,19:35,Mon Sep 12,22:33,No,General Public,No,Japan,"Mandarin, Hunanese",Contemporary World Cinema,"Huang Ji, Ryuji Otsuka",
Stonewalling,Scotiabank Theatre Toronto,Scotiabank 9,Tue Sep 13,09:45,Tue Sep 13,12:13,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Japan,"Mandarin, Hunanese",Contemporary World Cinema,"Huang Ji, Ryuji Otsuka",
Stonewalling,Scotiabank Theatre Toronto,Scotiabank 9,Wed Sep 14,14:45,Wed Sep 14,17:43,No,General Public,No,Japan,"Mandarin, Hunanese",Contemporary World Cinema,"Huang Ji, Ryuji Otsuka",
Stories Not to be Told,Scotiabank Theatre Toronto,Scotiabank 1,Fri Sep 09,21:00,Fri Sep 09,23:10,No,General Public,No,Spain,Spanish,Special Presentations,Cesc Gay,
Stories Not to be Told,Scotiabank Theatre Toronto,Scotiabank 9,Sat Sep 10,09:45,Sat Sep 10,11:25,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Spain,Spanish,Special Presentations,Cesc Gay,
Stories Not to be Told,Scotiabank Theatre Toronto,Scotiabank 3,Wed Sep 14,21:30,Wed Sep 14,23:40,No,General Public,No,Spain,Spanish,Special Presentations,Cesc Gay,
Stories Not to be Told,Scotiabank Theatre Toronto,Scotiabank 14,Thu Sep 15,10:00,Thu Sep 15,11:40,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Spain,Spanish,Special Presentations,Cesc Gay,
Stories Not to be Told,Scotiabank Theatre Toronto,Scotiabank 14,Sat Sep 17,10:00,Sat Sep 17,12:10,No,General Public,No,Spain,Spanish,Special Presentations,Cesc Gay,
Subtraction,Scotiabank Theatre Toronto,Scotiabank 10,Sat Sep 10,11:45,Sat Sep 10,13:32,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Iran,France",Farsi,Platform,Mani Haghighi,
Subtraction,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Mon Sep 12,20:00,Mon Sep 12,22:17,No,General Public,No,"Iran,France",Farsi,Platform,Mani Haghighi,
Subtraction,Scotiabank Theatre Toronto,Scotiabank 4,Wed Sep 14,16:30,Wed Sep 14,18:47,No,General Public,No,"Iran,France",Farsi,Platform,Mani Haghighi,
Subtraction,Scotiabank Theatre Toronto,Scotiabank 13,Thu Sep 15,09:30,Thu Sep 15,11:17,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Iran,France",Farsi,Platform,Mani Haghighi,
Subtraction,Scotiabank Theatre Toronto,Scotiabank 13,Sun Sep 18,09:30,Sun Sep 18,11:47,No,General Public,No,"Iran,France",Farsi,Platform,Mani Haghighi,
Susie Searches,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Fri Sep 09,17:00,Fri Sep 09,19:15,No,General Public,No,United States of America,English,Discovery,Sophie Kargman,
Susie Searches,Scotiabank Theatre Toronto,Scotiabank 8,Fri Sep 09,21:05,Fri Sep 09,22:50,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Discovery,Sophie Kargman,
Susie Searches,Scotiabank Theatre Toronto,Scotiabank 2,Sat Sep 10,15:00,Sat Sep 10,17:15,No,General Public,No,United States of America,English,Discovery,Sophie Kargman,
Susie Searches,Scotiabank Theatre Toronto,Scotiabank 6,Wed Sep 14,20:10,Wed Sep 14,21:55,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Discovery,Sophie Kargman,
Susie Searches,Scotiabank Theatre Toronto,Scotiabank 4,Fri Sep 16,13:15,Fri Sep 16,15:30,No,General Public,No,United States of America,English,Discovery,Sophie Kargman,
Susie Searches,digital TIFF Bell Lightbox,digital TIFF Bell Lightbox,Tue Sep 13,10:00,Tue Sep 13,11:45,No,General Public,No,United States of America,English,Discovery,Sophie Kargman,Canada
Sweet As,Scotiabank Theatre Toronto,Scotiabank 13,Sat Sep 10,21:40,Sat Sep 10,23:37,No,General Public,No,Australia,English,Discovery,Jub Clerc,
Sweet As,Scotiabank Theatre Toronto,Scotiabank 7,Sun Sep 11,12:40,Sun Sep 11,14:07,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Australia,English,Discovery,Jub Clerc,
Sweet As,Scotiabank Theatre Toronto,Scotiabank 8,Wed Sep 14,16:00,Wed Sep 14,17:57,No,General Public,No,Australia,English,Discovery,Jub Clerc,
Sweet As,Scotiabank Theatre Toronto,Scotiabank 3,Fri Sep 16,14:00,Fri Sep 16,15:57,No,General Public,No,Australia,English,Discovery,Jub Clerc,
The Banshees Of Inisherin,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Mon Sep 12,18:30,Mon Sep 12,20:48,Yes,General Public,No,"United Kingdom,Ireland,United States of America",English,Special Presentations,Martin McDonagh,
The Banshees Of Inisherin,Scotiabank Theatre Toronto,Scotiabank 3,Tue Sep 13,08:45,Tue Sep 13,10:33,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"United Kingdom,Ireland,United States of America",English,Special Presentations,Martin McDonagh,
The Banshees Of Inisherin,Royal Alexandra Theatre,Royal Alexandra Theatre,Tue Sep 13,13:30,Tue Sep 13,15:48,No,General Public,No,"United Kingdom,Ireland,United States of America",English,Special Presentations,Martin McDonagh,
The Banshees Of Inisherin,Scotiabank Theatre Toronto,Scotiabank 1,Thu Sep 15,21:00,Thu Sep 15,23:18,No,General Public,No,"United Kingdom,Ireland,United States of America",English,Special Presentations,Martin McDonagh,
The Banshees Of Inisherin,Royal Alexandra Theatre,Royal Alexandra Theatre,Sat Sep 17,20:30,Sat Sep 17,22:48,No,General Public,No,"United Kingdom,Ireland,United States of America",English,Special Presentations,Martin McDonagh,
The Blackening,Royal Alexandra Theatre,Royal Alexandra Theatre,Sat Sep 10,23:59,Sun Sep 11,02:05,No,General Public,No,United States of America,English,Midnight Madness,Tim Story,
The Blackening,Scotiabank Theatre Toronto,Scotiabank 12,Sun Sep 11,20:00,Sun Sep 11,21:36,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Midnight Madness,Tim Story,
The Blackening,Scotiabank Theatre Toronto,Scotiabank 4,Sun Sep 11,21:45,Sun Sep 11,23:51,No,General Public,No,United States of America,English,Midnight Madness,Tim Story,
The Blackening,Scotiabank Theatre Toronto,Scotiabank 1,Thu Sep 15,09:00,Thu Sep 15,10:36,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Midnight Madness,Tim Story,
The Blue Caftan,Scotiabank Theatre Toronto,Scotiabank 14,Thu Sep 08,18:00,Thu Sep 08,19:58,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Morocco,France,Belgium,Denmark",Arabic,Special Presentations,Maryam Touzani,
The Blue Caftan,Scotiabank Theatre Toronto,Scotiabank 4,Sun Sep 11,18:30,Sun Sep 11,20:58,No,General Public,No,"Morocco,France,Belgium,Denmark",Arabic,Special Presentations,Maryam Touzani,
The Blue Caftan,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Tue Sep 13,15:15,Tue Sep 13,17:43,No,General Public,No,"Morocco,France,Belgium,Denmark",Arabic,Special Presentations,Maryam Touzani,
The Blue Caftan,Scotiabank Theatre Toronto,Scotiabank 3,Sat Sep 17,08:45,Sat Sep 17,11:13,No,General Public,No,"Morocco,France,Belgium,Denmark",Arabic,Special Presentations,Maryam Touzani,
The Colour of Ink,Scotiabank Theatre Toronto,Scotiabank 4,Tue Sep 13,09:30,Tue Sep 13,11:15,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,"English, Spanish, Japanese",TIFF Docs,Brian D. Johnson,
The Colour of Ink,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Thu Sep 15,21:00,Thu Sep 15,23:15,No,General Public,No,Canada,"English, Spanish, Japanese",TIFF Docs,Brian D. Johnson,
The Colour of Ink,Scotiabank Theatre Toronto,Scotiabank 13,Sat Sep 17,18:30,Sat Sep 17,20:45,No,General Public,No,Canada,"English, Spanish, Japanese",TIFF Docs,Brian D. Johnson,
The Colour of Ink,digital TIFF Bell Lightbox,digital TIFF Bell Lightbox,Fri Sep 16,10:00,Fri Sep 16,11:45,No,General Public,No,Canada,"English, Spanish, Japanese",TIFF Docs,Brian D. Johnson,Canada
The End of Sex,Scotiabank Theatre Toronto,Scotiabank 2,Sat Sep 10,19:30,Sat Sep 10,21:27,No,General Public,No,Canada,English,Contemporary World Cinema,Sean Garrity,
The End of Sex,Scotiabank Theatre Toronto,Scotiabank 5,Sat Sep 10,21:40,Sat Sep 10,23:07,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,English,Contemporary World Cinema,Sean Garrity,
The End of Sex,Scotiabank Theatre Toronto,Scotiabank 2,Wed Sep 14,15:00,Wed Sep 14,16:57,No,General Public,No,Canada,English,Contemporary World Cinema,Sean Garrity,
The End of Sex,digital TIFF Bell Lightbox,digital TIFF Bell Lightbox,Wed Sep 14,10:00,Wed Sep 14,11:27,No,General Public,No,Canada,English,Contemporary World Cinema,Sean Garrity,Canada
The Eternal Daughter,Scotiabank Theatre Toronto,Scotiabank 4,Sun Sep 11,09:15,Sun Sep 11,10:51,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United Kingdom,English,Special Presentations,Joanna Hogg,
The Eternal Daughter,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Sun Sep 11,18:15,Sun Sep 11,20:21,Yes,General Public,No,United Kingdom,English,Special Presentations,Joanna Hogg,
The Eternal Daughter,Scotiabank Theatre Toronto,Scotiabank 2,Mon Sep 12,16:00,Mon Sep 12,18:06,No,General Public,No,United Kingdom,English,Special Presentations,Joanna Hogg,
The Eternal Daughter,Scotiabank Theatre Toronto,Scotiabank 1,Thu Sep 15,17:30,Thu Sep 15,19:36,No,General Public,No,United Kingdom,English,Special Presentations,Joanna Hogg,
The Eternal Daughter,Scotiabank Theatre Toronto,Scotiabank 1,Sun Sep 18,13:00,Sun Sep 18,15:06,No,General Public,No,United Kingdom,English,Special Presentations,Joanna Hogg,
The Fabelmans,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Sat Sep 10,21:15,Sun Sep 11,00:16,Yes,General Public,No,United States of America,English,Special Presentations,Steven Spielberg,
The Fabelmans,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Sun Sep 11,08:00,Sun Sep 11,11:16,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Special Presentations,Steven Spielberg,
The Fabelmans,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Sun Sep 11,08:05,Sun Sep 11,10:36,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Special Presentations,Steven Spielberg,
The Fabelmans,Roy Thomson Hall,Roy Thomson Hall,Sun Sep 11,11:30,Sun Sep 11,14:31,No,General Public,No,United States of America,English,Special Presentations,Steven Spielberg,
The Fabelmans,Roy Thomson Hall,Roy Thomson Hall,Wed Sep 14,21:00,Thu Sep 15,00:01,No,General Public,No,United States of America,English,Special Presentations,Steven Spielberg,
The Fabelmans,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Fri Sep 16,17:30,Fri Sep 16,20:31,No,General Public,No,United States of America,English,Special Presentations,Steven Spielberg,
The Fabelmans,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Sat Sep 17,11:00,Sat Sep 17,14:01,No,General Public,No,United States of America,English,Special Presentations,Steven Spielberg,
The Good Nurse,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Sun Sep 11,21:45,Mon Sep 12,00:11,Yes,General Public,No,United States of America,English,Special Presentations,Tobias Lindholm,
The Good Nurse,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Mon Sep 12,09:00,Mon Sep 12,11:46,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Special Presentations,Tobias Lindholm,
The Good Nurse,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Mon Sep 12,09:05,Mon Sep 12,11:01,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Special Presentations,Tobias Lindholm,
The Good Nurse,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Mon Sep 12,11:30,Mon Sep 12,13:56,No,General Public,No,United States of America,English,Special Presentations,Tobias Lindholm,
The Good Nurse,Roy Thomson Hall,Roy Thomson Hall,Sat Sep 17,11:00,Sat Sep 17,13:26,No,General Public,No,United States of America,English,Special Presentations,Tobias Lindholm,
The Good Nurse,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Sun Sep 18,12:00,Sun Sep 18,14:26,No,General Public,No,United States of America,English,Special Presentations,Tobias Lindholm,
The Grab,Scotiabank Theatre Toronto,Scotiabank 1,Thu Sep 08,21:35,Thu Sep 08,23:47,No,General Public,No,United States of America,"English, Russian, Ukrainian, Lala",TIFF Docs,Gabriela Cowperthwaite,
The Grab,Scotiabank Theatre Toronto,Scotiabank 2,Fri Sep 09,11:30,Fri Sep 09,13:42,No,General Public,No,United States of America,"English, Russian, Ukrainian, Lala",TIFF Docs,Gabriela Cowperthwaite,
The Grab,Scotiabank Theatre Toronto,Scotiabank 8,Fri Sep 09,12:00,Fri Sep 09,13:42,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,"English, Russian, Ukrainian, Lala",TIFF Docs,Gabriela Cowperthwaite,
The Grab,Scotiabank Theatre Toronto,Scotiabank 3,Thu Sep 15,10:00,Thu Sep 15,11:42,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,"English, Russian, Ukrainian, Lala",TIFF Docs,Gabriela Cowperthwaite,
The Grab,Scotiabank Theatre Toronto,Scotiabank 12,Thu Sep 15,16:30,Thu Sep 15,18:42,No,General Public,No,United States of America,"English, Russian, Ukrainian, Lala",TIFF Docs,Gabriela Cowperthwaite,
The Grab,digital TIFF Bell Lightbox,digital TIFF Bell Lightbox,Tue Sep 13,10:00,Tue Sep 13,11:42,No,General Public,No,United States of America,"English, Russian, Ukrainian, Lala",TIFF Docs,Gabriela Cowperthwaite,Canada
The Gravity,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Fri Sep 09,09:30,Fri Sep 09,10:55,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,France,French,Platform,Cédric Ido,
The Gravity,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Tue Sep 13,17:30,Tue Sep 13,19:25,No,General Public,No,France,French,Platform,Cédric Ido,
The Gravity,Scotiabank Theatre Toronto,Scotiabank 5,Tue Sep 13,18:40,Tue Sep 13,20:05,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,France,French,Platform,Cédric Ido,
The Gravity,Scotiabank Theatre Toronto,Scotiabank 10,Tue Sep 13,21:15,Tue Sep 13,23:10,No,General Public,No,France,French,Platform,Cédric Ido,
The Gravity,Scotiabank Theatre Toronto,Scotiabank 9,Fri Sep 16,15:45,Fri Sep 16,17:40,No,General Public,No,France,French,Platform,Cédric Ido,
The Greatest Beer Run Ever,Roy Thomson Hall,Roy Thomson Hall,Tue Sep 13,18:00,Tue Sep 13,20:36,Yes,General Public,No,United States of America,English,Gala Presentations,Peter Farrelly,
The Greatest Beer Run Ever,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Wed Sep 14,09:05,Wed Sep 14,11:11,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Gala Presentations,Peter Farrelly,
The Greatest Beer Run Ever,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Wed Sep 14,21:30,Thu Sep 15,00:06,No,General Public,No,United States of America,English,Gala Presentations,Peter Farrelly,
The Greatest Beer Run Ever,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Thu Sep 15,21:30,Fri Sep 16,00:06,No,General Public,No,United States of America,English,Gala Presentations,Peter Farrelly,
The Handmaid's Tale,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Thu Sep 08,17:00,Thu Sep 08,19:32,Yes,General Public,No,Canada,English,Primetime,Elisabeth Moss,
The Handmaid's Tale,Scotiabank Theatre Toronto,Scotiabank 7,Thu Sep 08,17:40,Thu Sep 08,19:32,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,English,Primetime,Elisabeth Moss,
